filter_id,variant,expression,layman_explanation,stat,source
0F713,tens,(sum(d % 2 == 1 for d in combo_digits) == 1),Eliminate if condition holds: (sum(d % 2 == 1 for d in combo_digits) == 1),3/311,keeper
0F716,tens,(sum(d % 2 == 1 for d in combo_digits) == 2),Eliminate if condition holds: (sum(d % 2 == 1 for d in combo_digits) == 2),15/311,keeper
105F552,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) <= 4)",Eliminate if the spread (highest minus lowest digit) is 4 or less.,3/311,keeper
10F210,tens,(winner <13 or winner >35),Eliminate if the tens sum is greater than 35).,76/311,keeper
10F214,tens,(not any(v in combo_vtracs for v in seed_vtracs)),Eliminate if condition holds: (not any(v in combo_vtracs for v in seed_vtracs)),0/311,keeper
10F310,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <15 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 15.,13/311,keeper
113F223,tens,(5 not in combo_digits and 6 not in combo_digits),Eliminate if condition holds: (5 not in combo_digits and 6 not in combo_digits),18/311,keeper
114F219,tens,(4 not in combo_digits and 5 not in combo_digits),Eliminate if condition holds: (4 not in combo_digits and 5 not in combo_digits),20/311,keeper
114F246,tens,(5 not in combo_digits and 4 not in combo_digits),Eliminate if condition holds: (5 not in combo_digits and 4 not in combo_digits),20/311,keeper
116F195,tens,(2 not in combo_digits and 4 not in combo_digits),Eliminate if condition holds: (2 not in combo_digits and 4 not in combo_digits),14/311,keeper
11F194,tens,(winner <11 or winner >33),Eliminate if the tens sum is greater than 33).,42/311,keeper
11F212,tens,(winner <11 or winner >33),Eliminate if the tens sum is greater than 33).,42/311,keeper
11F342,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<13 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,9/311,keeper
123F328,tens,(winner<20 or winner>28),Eliminate if condition holds: (winner<20 or winner>28),263/311,keeper
128F222,tens,(2 not in combo_digits and 1 not in combo_digits),Eliminate if condition holds: (2 not in combo_digits and 1 not in combo_digits),18/311,keeper
12F557,tens,"(sorted(Counter(combo_digits).values()) == [1, 2, 2] and len(set(combo_digits)) == 3 and all(d not in mirror.values() for d in combo_digits) and (max(combo_digits) - min(combo_digits) <= 4))",Eliminate if the spread (highest minus lowest digit) is 4 or less.,0/311,keeper
132F197,tens,(3 not in combo_digits and 4 not in combo_digits),Eliminate if condition holds: (3 not in combo_digits and 4 not in combo_digits),12/311,keeper
138F561,tens,(len(set(combo_digits).intersection(seed_digits)) == 1 and sum(d <= 4 for d in combo_digits) < 3),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,0/311,keeper
13F558,tens,"(sorted(Counter(combo_digits).values()) == [1, 1, 3] and any(d in mirror.values() for d in combo_digits) and sum(d <= 4 for d in combo_digits) < 4)","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [1, 1, 3] and any(d in mirror.values() for d in combo_digits) and sum(d <= 4 for d in combo_digits) < 4)",0/311,keeper
142F213,tens,(winner <25 and sum(1 for d in combo_digits if d in seed_digits) >=3),Eliminate if the tens sum is less than 25.,306/311,keeper
14F349,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<11 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,5/311,keeper
15F247,tens,(winner<12 or winner>20),Eliminate if condition holds: (winner<12 or winner>20),86/311,keeper
16F341,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<14 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,9/311,keeper
16F534,tens,((0 <= seed <= 15) and (34 <= winner <= 45)),Eliminate if the tens sum is less than =.,0/311,keeper
17F325,tens,(all(d%2 for d in combo_digits)),Eliminate if condition holds: (all(d%2 for d in combo_digits)),0/311,keeper
18F258,tens,(not (12<=winner<=20)),Eliminate if condition holds: (not (12<=winner<=20)),86/311,keeper
18F334,tens,(winner<12 or winner>20),Eliminate if condition holds: (winner<12 or winner>20),86/311,keeper
18F348,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<12 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,6/311,keeper
18F533,tens,((34 <= seed <= 45) and (34 <= winner <= 45)),Eliminate if the tens sum is less than =.,0/311,keeper
18F537,tens,((34 <= seed <= 45) and (0 <= winner <= 15)),Eliminate if the tens sum is less than =.,0/311,keeper
18F542,tens,(winner_structure == 3),Eliminate if condition holds: (winner_structure == 3),0/311,keeper
19F352,tens,(sum(1 for d in combo_digits if d in seed_digits)>=1 and winner<11and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,5/311,keeper
1F192,tens,(winner <8 or winner >29),Eliminate if the tens sum is greater than 29).,11/311,keeper
1F193,tens,(winner <10 or winner >30),Eliminate if the tens sum is greater than 30).,26/311,keeper
1F206,tens,(winner <8 or winner >29),Eliminate if the tens sum is greater than 29).,11/311,keeper
1F208,tens,(winner <10 or winner >30),Eliminate if the tens sum is greater than 30).,26/311,keeper
1F229,tens,(winner==38 and seed<30),Eliminate if condition holds: (winner==38 and seed<30),0/311,keeper
1F241,tens,(winner==4),Eliminate if condition holds: (winner==4),0/311,keeper
1F295,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <17 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 17.,24/311,keeper
1F296,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <16 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 16.,19/311,keeper
1F297,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <15 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 15.,13/311,keeper
1F543,tens,(winner_structure == 2),Eliminate if condition holds: (winner_structure == 2),0/311,keeper
1F567,tens,(len(set(combo_digits)) < 5),Eliminate if condition holds: (len(set(combo_digits)) < 5),4/311,keeper
1F579,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
1F582,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F583,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F587,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F589,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
1F590,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F594,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F595,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
1F596,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F601,tens,(len(set(combo_digits)) == 5),Eliminate if condition holds: (len(set(combo_digits)) == 5),54/311,keeper
1F603,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,0/311,keeper
1F605,tens,(len(set(combo_digits).intersection(seed_digits)) > 3),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,242/311,keeper
1F606,tens,(len(set(combo_digits).intersection(seed_digits)) > 3),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,242/311,keeper
1F608,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,0/311,keeper
1F610,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,0/311,keeper
1F611,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
1F612,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,0/311,keeper
1F613,tens,(len(set(combo_digits).intersection(seed_digits)) == 2),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,13/311,keeper
1F616,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,0/311,keeper
1F617,tens,(len(set(combo_digits).intersection(seed_digits)) > 3),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,242/311,keeper
1F622,tens,(winner == 5),Eliminate if the tens sum equals 5).,2/311,keeper
1F625,tens,(winner > 38),Eliminate if the tens sum is greater than 38).,0/311,keeper
1F631,tens,(winner > 31),Eliminate if the tens sum is greater than 31).,0/311,keeper
1F633,tens,(sum(d % 2 == 0 for d in combo_digits) == 2),Eliminate if condition holds: (sum(d % 2 == 0 for d in combo_digits) == 2),5/311,keeper
1F637,tens,(sum(d % 2 == 1 for d in combo_digits) == 1),Eliminate if condition holds: (sum(d % 2 == 1 for d in combo_digits) == 1),3/311,keeper
1F639,tens,(winner > 35),Eliminate if the tens sum is greater than 35).,0/311,keeper
1F642,tens,(winner > 36),Eliminate if the tens sum is greater than 36).,0/311,keeper
1F645,tens,(winner > 37),Eliminate if the tens sum is greater than 37).,0/311,keeper
1F650,tens,(winner < 12),Eliminate if the tens sum is less than 12).,56/311,keeper
1F654,tens,(winner < 13),Eliminate if the tens sum is less than 13).,76/311,keeper
1F660,tens,(winner < 8),Eliminate if the tens sum is less than 8).,11/311,keeper
1F663,tens,(winner < 9),Eliminate if the tens sum is less than 9).,16/311,keeper
1F667,tens,(winner > 35),Eliminate if the tens sum is greater than 35).,0/311,keeper
1F669,tens,(winner > 39),Eliminate if the tens sum is greater than 39).,0/311,keeper
1F676,tens,(winner < 12),Eliminate if the tens sum is less than 12).,56/311,keeper
1F688,tens,(winner > 37),Eliminate if the tens sum is greater than 37).,0/311,keeper
1F690,tens,(winner > 38),Eliminate if the tens sum is greater than 38).,0/311,keeper
1F698,tens,(winner > 30),Eliminate if the tens sum is greater than 30).,0/311,keeper
1F701,tens,(winner > 29),Eliminate if the tens sum is greater than 29).,0/311,keeper
1F703,tens,(winner > 27),Eliminate if the tens sum is greater than 27).,0/311,keeper
1F705,tens,(sum(d % 2 == 1 for d in combo_digits) == 2),Eliminate if condition holds: (sum(d % 2 == 1 for d in combo_digits) == 2),15/311,keeper
1F711,tens,(winner > 33),Eliminate if the tens sum is greater than 33).,0/311,keeper
1F714,tens,(sum(d % 2 == 0 for d in combo_digits) == 1),Eliminate if condition holds: (sum(d % 2 == 0 for d in combo_digits) == 1),1/311,keeper
1F715,tens,(sum(d % 2 == 0 for d in combo_digits) == 1),Eliminate if condition holds: (sum(d % 2 == 0 for d in combo_digits) == 1),1/311,keeper
1F717,tens,(sum(d % 2 == 0 for d in combo_digits) == 1),Eliminate if condition holds: (sum(d % 2 == 0 for d in combo_digits) == 1),1/311,keeper
1F718,tens,(sum(d % 2 == 1 for d in combo_digits) == 2),Eliminate if condition holds: (sum(d % 2 == 1 for d in combo_digits) == 2),15/311,keeper
1F719,tens,(len(set(combo_digits)) == 5 and max(combo_digits) - min(combo_digits) == 4 and len(set(combo_digits)) == 5),Eliminate if condition holds: (len(set(combo_digits)) == 5 and max(combo_digits) - min(combo_digits) == 4 and len(set(combo_digits)) == 5),3/311,keeper
20F253,tens,(not (19<=winner<=25)),Eliminate if condition holds: (not (19<=winner<=25)),234/311,keeper
20F259,tens,(not (11<=winner<=26)),Eliminate if condition holds: (not (11<=winner<=26)),42/311,keeper
20F261,tens,(winner<16 or winner>25),Eliminate if condition holds: (winner<16 or winner>25),167/311,keeper
20F264,tens,(winner<12 or winner>25),Eliminate if condition holds: (winner<12 or winner>25),58/311,keeper
20F265,tens,(winner<11 or winner>26),Eliminate if condition holds: (winner<11 or winner>26),42/311,keeper
20F268,tens,(winner<11 or winner>26),Eliminate if condition holds: (winner<11 or winner>26),42/311,keeper
20F324,tens,(all(d<=4 for d in combo_digits)and winner_structure == 5),Eliminate if condition holds: (all(d<=4 for d in combo_digits)and winner_structure == 5),0/311,keeper
20F563,tens,(len(set(combo_digits)) == 5 and len(set(combo_digits).intersection(seed_digits)) == 4),Eliminate if the combo shares many digits with the seed (see expression for count threshold).,20/311,keeper
21F199,tens,"(not any(mirror.get(d,None) in combo_digits for d in seed_digits) and winner_structure == 5 and winner_structure == 5)","Eliminate if condition holds: (not any(mirror.get(d,None) in combo_digits for d in seed_digits) and winner_structure == 5 and winner_structure == 5)",0/311,keeper
21F216,tens,(len(set(combo_vtracs))==5),Eliminate if condition holds: (len(set(combo_vtracs))==5),152/311,keeper
22F340,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<15 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,13/311,keeper
22F357,tens,(prev_seed_sum > 20 and seed < 20 and winner < 20),Eliminate if the tens sum is less than 20).,222/311,keeper
23F282,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <20 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 20.,30/311,keeper
23F536,tens,((25 <= seed <= 33) and (0 <= winner <= 15)),Eliminate if the tens sum is less than =.,2/311,keeper
24F554,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits) and all(d % 2 == 1 for d in combo_digits))","Eliminate if condition holds: (not any(mirror.get(d,None) in combo_digits for d in combo_digits) and all(d % 2 == 1 for d in combo_digits))",0/311,keeper
254F555,tens,(sum(1 for d in combo_digits if mirror.get(d) in combo_digits) >= 4),Eliminate if condition holds: (sum(1 for d in combo_digits if mirror.get(d) in combo_digits) >= 4),262/311,keeper
25F351,tens,(sum(1 for d in combo_digits if d in seed_digits)>=1 and winner<12 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,6/311,keeper
26F347,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<13 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,9/311,keeper
29F281,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <21 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 21.,31/311,keeper
29F283,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <19 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 19.,26/311,keeper
29F550DD,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (any(mirror.get(d,None) in combo_digits for d in combo_digits) and sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F218,tens,(len(set(combo_vtracs))==1),Eliminate if condition holds: (len(set(combo_vtracs))==1),0/311,keeper
2F227,tens,(winner==39 and seed<30),Eliminate if condition holds: (winner==39 and seed<30),0/311,keeper
2F231,tens,(winner==8),Eliminate if condition holds: (winner==8),5/311,keeper
2F234,tens,(winner==36 and seed<30),Eliminate if condition holds: (winner==36 and seed<30),0/311,keeper
2F292,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <20 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 20.,30/311,keeper
2F293,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <19 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 19.,26/311,keeper
2F294,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <18 and winner_structure == 5 and winner_structure == 5),Eliminate if the tens sum is less than 18.,25/311,keeper
2F336,tens,(sum(1 for d in combo_digits if d in seed_digits)>=4 and winner<10 and winner_structure == 5 and winner_structure == 5 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,2/311,keeper
2F568,tens,(len(set(combo_digits)) == 5),Eliminate if condition holds: (len(set(combo_digits)) == 5),54/311,keeper
2F576,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F581,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
2F584,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
2F586,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F591,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
2F592,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F593,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F597,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F599,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F602,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F607,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
2F609,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F614,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition holds: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
2F615,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
2F619,tens,(3 in Counter(combo_digits).values()),Eliminate if condition holds: (3 in Counter(combo_digits).values()),167/311,keeper
2F629,tens,(winner < 13),Eliminate if the tens sum is less than 13).,76/311,keeper
2F630,tens,(winner < 12),Eliminate if the tens sum is less than 12).,56/311,keeper
2F632,tens,(sum(d % 2 == 0 for d in combo_digits) == 1),Eliminate if condition holds: (sum(d % 2 == 0 for d in combo_digits) == 1),1/311,keeper
2F635,tens,(winner < 18),Eliminate if the tens sum is less than 18).,218/311,keeper
2F636,tens,(winner > 32),Eliminate if the tens sum is greater than 32).,0/311,keeper
2F644,tens,(winner < 10),Eliminate if the tens sum is less than 10).,26/311,keeper
2F646,tens,(winner < 9),Eliminate if the tens sum is less than 9).,16/311,keeper
2F648,tens,(winner < 13),Eliminate if the tens sum is less than 13).,76/311,keeper
2F649,tens,(winner > 33),Eliminate if the tens sum is greater than 33).,0/311,keeper
2F653,tens,(winner > 31),Eliminate if the tens sum is greater than 31).,0/311,keeper
2F655,tens,(winner > 32),Eliminate if the tens sum is greater than 32).,0/311,keeper
2F657,tens,(winner > 40),Eliminate if the tens sum is greater than 40).,0/311,keeper
2F659,tens,(winner > 35),Eliminate if the tens sum is greater than 35).,0/311,keeper
2F661,tens,(winner > 37),Eliminate if the tens sum is greater than 37).,0/311,keeper
2F664,tens,(winner > 37),Eliminate if the tens sum is greater than 37).,0/311,keeper
2F671,tens,(winner > 37),Eliminate if the tens sum is greater than 37).,0/311,keeper
2F674,tens,(winner > 31),Eliminate if the tens sum is greater than 31).,0/311,keeper
2F679,tens,(winner > 34),Eliminate if the tens sum is greater than 34).,0/311,keeper
2F680,tens,(winner > 36),Eliminate if the tens sum is greater than 36).,0/311,keeper
2F685,tens,(winner > 33),Eliminate if the tens sum is greater than 33).,0/311,keeper
2F692,tens,(winner > 35),Eliminate if the tens sum is greater than 35).,0/311,keeper
2F695,tens,(sum(d % 2 == 1 for d in combo_digits) == 2),Eliminate if condition holds: (sum(d % 2 == 1 for d in combo_digits) == 2),15/311,keeper
2F707,tens,(winner > 31),Eliminate if the tens sum is greater than 31).,0/311,keeper
2F709,tens,(winner > 35),Eliminate if the tens sum is greater than 35).,0/311,keeper
31F323,tens,(all(d>=5 for d in combo_digits)),Eliminate if condition holds: (all(d>=5 for d in combo_digits)),0/311,keeper
32F339,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<16 and winner_structure == 5 and winner_structure == 5),Eliminate if the combo includes digits from the seed exceeding the threshold (see expression).,19/311,keeper
32F532,tens,((16 <= seed <= 24) and (34 <= winner <= 45)),Eliminate if the tens sum is less than =.,0/311,keeper
33F245,tens,"(any(set(range(n,n+4)).issubset(set(combo_digits)) for n in range(7))and winner_structure == 5 and winner_structure == 5)","Eliminate if condition holds: (any(set(range(n,n+4)).issubset(set(combo_digits)) for n in range(7))and winner_structure == 5 and winner_structure == 5)",8/311,keeper
